Time(s)	TLK1(28,51)
 8.7000046e+01	 6.0299249e+02
 8.8000107e+01	 6.0299231e+02
 8.9000130e+01	 6.0299219e+02
 9.0000092e+01	 6.0299207e+02
 9.1000298e+01	 6.0299188e+02
 9.2000191e+01	 6.0299176e+02
 9.3000099e+01	 6.0299164e+02
 9.4000137e+01	 6.0299146e+02
 9.5000000e+01	 6.0299133e+02
 9.6000092e+01	 6.0299121e+02
 9.7000175e+01	 6.0299109e+02
 9.8000183e+01	 6.0299097e+02
 9.9000107e+01	 6.0299078e+02
 1.0000025e+02	 6.0299066e+02
 1.0100002e+02	 6.0299054e+02
 1.0200014e+02	 6.0299042e+02
 1.0300003e+02	 6.0299030e+02
 1.0400006e+02	 6.0299017e+02
 1.0500019e+02	 6.0299005e+02
 1.0600016e+02	 6.0298993e+02
 1.0700005e+02	 6.0298981e+02
 1.0800005e+02	 6.0298962e+02
 1.0900005e+02	 6.0298950e+02
 1.1000010e+02	 6.0298938e+02
 1.1100005e+02	 6.0298926e+02
 1.1200005e+02	 6.0298914e+02
 1.1300011e+02	 6.0298907e+02
 1.1400004e+02	 6.0298895e+02
 1.1500005e+02	 6.0298883e+02
 1.1600015e+02	 6.0298871e+02
 1.1700007e+02	 6.0298859e+02
 1.1800004e+02	 6.0298846e+02
 1.1900003e+02	 6.0298834e+02
 1.2000007e+02	 6.0298822e+02
 1.2100005e+02	 6.0298810e+02
 1.2200008e+02	 6.0298798e+02
 1.2300022e+02	 6.0298779e+02
 1.2400007e+02	 6.0298767e+02
 1.2500008e+02	 6.0298755e+02
 1.2600005e+02	 6.0298743e+02
 1.2700005e+02	 6.0298724e+02
 1.2800008e+02	 6.0298712e+02
 1.2900026e+02	 6.0298700e+02
 1.3000006e+02	 6.0298688e+02
 1.3100023e+02	 6.0298676e+02
 1.3200002e+02	 6.0298663e+02
 1.3300009e+02	 6.0298651e+02
 1.3400003e+02	 6.0298639e+02
 1.3500020e+02	 6.0298627e+02
 1.3600014e+02	 6.0298615e+02
 1.3700008e+02	 6.0298602e+02
 1.3800002e+02	 6.0298590e+02
 1.3900027e+02	 6.0298578e+02
 1.4000012e+02	 6.0298566e+02
 1.4100006e+02	 6.0298553e+02
 1.4200020e+02	 6.0298541e+02
 1.4300023e+02	 6.0298535e+02
 1.4400017e+02	 6.0298523e+02
 1.4500008e+02	 6.0298517e+02
 1.4600002e+02	 6.0298505e+02
 1.4700005e+02	 6.0298499e+02
 1.4800018e+02	 6.0298492e+02
 1.4900020e+02	 6.0298486e+02
 1.5000011e+02	 6.0298480e+02
 1.5100027e+02	 6.0298474e+02
 1.5200009e+02	 6.0298474e+02
 1.5300018e+02	 6.0298468e+02
 1.5400015e+02	 6.0298462e+02
 1.5500002e+02	 6.0298462e+02
 1.5600008e+02	 6.0298456e+02
 1.5700009e+02	 6.0298456e+02
 1.5800018e+02	 6.0298450e+02
 1.5900018e+02	 6.0298450e+02
 1.6000003e+02	 6.0298450e+02
 1.6100005e+02	 6.0298450e+02
 1.6200008e+02	 6.0298450e+02
 1.6300006e+02	 6.0298444e+02
 1.6400012e+02	 6.0298444e+02
 1.6410002e+02	 5.8582965e+02
 1.6420000e+02	 6.0674365e+02
 1.6430002e+02	 6.0425940e+02
 1.6440001e+02	 6.0377771e+02
 1.6450003e+02	 6.0378461e+02
 1.6460002e+02	 6.0355450e+02
 1.6470001e+02	 6.0337683e+02
 1.6480003e+02	 6.0324316e+02
 1.6490002e+02	 6.0320825e+02
 1.6500003e+02	 6.0319769e+02
 1.6510007e+02	 6.0319336e+02
 1.6520001e+02	 6.0318640e+02
 1.6530002e+02	 6.0317957e+02
 1.6540002e+02	 6.0317902e+02
 1.6550002e+02	 6.0317767e+02
 1.6560004e+02	 6.0316772e+02
 1.6570004e+02	 6.0315967e+02
 1.6580003e+02	 6.0315210e+02
 1.6590004e+02	 6.0314435e+02
 1.6600005e+02	 6.0314008e+02
 1.6610001e+02	 6.0313654e+02
 1.6620007e+02	 6.0313483e+02
 1.6630000e+02	 6.0313495e+02
 1.6640010e+02	 6.0313336e+02
 1.6650000e+02	 6.0313000e+02
 1.6660007e+02	 6.0312463e+02
 1.6670003e+02	 6.0311865e+02
 1.6680000e+02	 6.0311383e+02
 1.6690005e+02	 6.0310938e+02
 1.6700006e+02	 6.0310632e+02
 1.6710001e+02	 6.0310321e+02
 1.6720006e+02	 6.0310181e+02
 1.6730003e+02	 6.0309814e+02
 1.6740001e+02	 6.0309552e+02
 1.6750000e+02	 6.0309442e+02
 1.6760002e+02	 6.0309204e+02
 1.6770000e+02	 6.0309021e+02
 1.6780000e+02	 6.0308679e+02
 1.6790001e+02	 6.0308398e+02
 1.6800005e+02	 6.0308173e+02
 1.6810002e+02	 6.0308087e+02
 1.6820003e+02	 6.0307971e+02
 1.6830003e+02	 6.0307855e+02
 1.6840002e+02	 6.0307709e+02
 1.6850000e+02	 6.0307532e+02
 1.6860008e+02	 6.0307349e+02
 1.6870001e+02	 6.0307172e+02
 1.6880006e+02	 6.0306995e+02
 1.6890001e+02	 6.0306848e+02
 1.6900002e+02	 6.0306720e+02
 1.6910005e+02	 6.0306610e+02
 1.6920010e+02	 6.0306506e+02
 1.6930003e+02	 6.0306396e+02
 1.6940005e+02	 6.0306293e+02
 1.6950003e+02	 6.0306183e+02
 1.6960005e+02	 6.0306079e+02
 1.6970004e+02	 6.0305981e+02
 1.6980008e+02	 6.0305896e+02
 1.6990001e+02	 6.0305817e+02
 1.7000003e+02	 6.0305750e+02
